lon,lat,avg_pm2_5
121.3856774,41.05954614,0.361844359
113.499,22.285925,0.176389739
119.957365,36.78975,0.305614096
114.9962023,30.20217391,0.332742944
117.5387,36.7013,0.437349314
129.0924,47.97323333,0.10412342
116.7973,33.94026667,0.493282954
118.3739583,31.36784725,0.405229683
111.1328778,37.5149,0.426686722
125.94235,41.72685,0.195418195
114.0090185,32.98931481,0.510218519
111.47422,27.25482,0.3523319
106.7017971,26.55266858,0.217918015
110.4822747,29.22293975,0.211735979
91.7657,29.24615,0.015605062
117.4857,30.65853333,0.361189831
120.2750333,31.91430667,0.427108525
117.702063,36.2182926,0.592356608
109.97888,27.55854,0.249500856
103.21015,35.6018,0.365401998
103.7602,29.5738,0.368273556
114.4002111,36.08646667,0.646696818
119.9036111,32.43243056,0.394203963
109.4273055,24.32704618,0.314673914
114.8956,40.817,0.231101555
97,33.0014,0.06942812
114.92238,25.86134,0.288262013
111.2757,23.46215,0.276868645
115.3611667,38.786875,0.552973157
112.20255,31.0275086,0.469695419
118.3399451,35.05247506,0.420285044
114.8966278,30.4619111,0.319583177
102.2125,31.90816667,0.034588326
92.0581,31.47895,0.221676099
116.6398084,25.67351995,0.236646553
126.6518092,45.74024885,0.304476193
107.35885,22.39225,0.220608119
105.8648333,34.49786667,0.269653646
104.6405,30.133,0.275700127
94.36485,29.6504,0
122.83275,45.6232,0.192125774
106.1848295,37.97544487,0.295655776
112.5159,37.8505625,0.470051491
123.0427028,41.11737633,0.275557485
116.0003323,29.67551289,0.306589626
100.9048,36.9639,0.153774963
100.2281,26.87613333,0.073216344
102.9064746,35.0015277,0.210931686
118.8656667,28.96043333,0.239980557
113.8148148,34.01277778,0.547267454
116.72725,39.54475,0.427514772
107.52278,26.24056,0.16512164
124.12445,50.4243,0.091976458
120.8591732,40.7408054,0.322997957
122.207,29.99016667,0.131600691
99.16945,25.12045,0.126209664
102.27516,27.8656,0.120921112
94.45790667,29.73098667,0.540262298
104.1731,36.54695,0.284735718
117.127718,36.189343,0.429389218
103.85665,30.067125,0.277789072
104.61985,35.58445,0.313172542
114.3783,27.79756,0.298866361
98.85735,25.8492,0.155381126
115.0403889,35.76605556,0.552190411
89.1673,42.9559,0.462690952
115.6554861,34.41665278,0.533388119
108.321375,22.8033,0.240100229
105.8491,32.437375,0.176404618
106.1539667,38.503855,0.301294091
120.0845834,29.3201639,0.256681058
118.4607933,24.76495925,0.157219401
120.0172643,36.26762435,0.332289661
113.3925,22.5164,0.196285147
104.891665,25.095835,0.056801813
79.9301,37.10825,1
125.14625,42.895,0.252253768
122.4209,37.161475,0.143867451
104.86438,26.58296,0.237888976
102.1086,36.4997,0.347234708
121.53885,36.9214,0.143116394
114.2511111,35.79453704,0.467080849
119.6068,39.9362,0.291492791
113.151641,29.3886245,0.347637607
118.76175,36.86375,0.445101988
118.1165417,24.5639,0.151160678
113.3507659,23.18525019,0.250253646
106.2536196,36.0493382,0.257984263
115.4553147,35.25411733,0.513913283
110.37,20.00918,0.082555733
120.8715,31.99383333,0.320833038
122.0792726,37.49314812,0.180827834
97.3731,37.3753,0.129142687
116.9708459,33.63858378,0.488180577
113.0516005,23.67654793,0.276793275
118.183,39.64516667,0.512332589
103.005325,29.99185,0.328914275
123.2053014,41.24151322,0.270132052
91.79549474,29.46273684,0.383791714
111.9622547,21.857164,0.211492658
119.4238095,32.39417506,0.39654542
118.155875,26.64825,0.125757928
120.453895,36.38699,0.250059343
124.3675667,43.17293333,0.295293928
117.3568167,32.92925,0.445885318
113.6533408,34.77363367,0.564116459
106.5097068,29.59513735,0.285872145
104.2426,23.3743,0.168501922
121.1650664,31.89429563,0.253545742
105.5761,30.52185,0.270561716
110.1404667,22.65313333,0.268762437
130.97095,45.2975,0.215436921
120.0819091,30.21117273,0.28973021
119.7066667,30.23430555,0.274601563
122.0361,37.19165,0.147223292
120.739535,31.65705,0.364421664
123.4613451,41.80196455,0.287448846
113.0655,22.9843,0.246468412
106.0862167,30.80306667,0.36298517
111.1724167,34.78828611,0.482253404
113.5925554,24.7721666,0.25944703
112.3611,28.59404,0.252660897
100.45915,38.9428,0.27919011
115.8247,32.8797,0.454202198
117.0201,25.079525,0.170155863
119.16638,31.95072,0.426827949
86.0597,44.3021,0.532503548
119.6621,29.09756667,0.250581608
120.6516067,31.16692333,0.302864933
119.810115,31.35882,0.348610425
105.1250212,37.32008363,0.285641514
113.1619833,27.86096171,0.339044551
110.2997222,25.25290278,0.277536222
113.3779518,31.71665553,0.345546326
111.5095196,36.072762,0.579169637
119.9675,37.19,0.244320578
126.5600317,43.855992,0.259225011
106.68655,35.53775,0.27535515
120.3038766,31.55509637,0.32642495
114.6569792,33.61469445,0.503702118
112.48375,23.090925,0.274931376
121.6275,29.8703625,0.234274148
120.402525,37.370045,0.238332432
124.9233334,46.4433332,0.182208345
117.2478,31.84824,0.38813309
103.3796667,23.39476667,0.164425194
120.4419677,41.6128048,0.290071237
114.6438667,38.01513333,0.588943182
107.00515,33.100225,0.361665063
111.6653375,40.8014625,0.293985988
120.6855,27.99855,0.214223301
115.363426,22.78472233,0.137629995
98.50565,39.7377,0.239375394
116.33628,27.99942,0.27114395
121.6278,38.94953,0.208261119
114.7536813,23.72685863,0.187490912
87.5475,44.1756,0.603671373
117.0250245,30.55412449,0.369171052
109.9082667,40.62778333,0.308479361
112.4312,39.34474,0.343359594
108.1227667,24.70053333,0.202302681
116.6198449,35.42655207,0.449137257
116.3018055,37.45422234,0.482302363
117.3378685,39.10484162,0.433147147
120.3868851,36.11952267,0.253097698
118.0001852,37.37444444,0.472927328
117.810573,30.93106622,0.390083629
111.7072224,28.9914224,0.329738659
119.359,26.07511667,0.149103741
106.6315,23.89275,0.268012357
79.49984848,25.11784361,0.576706121
122.0324103,46.07575433,0.114996331
87.2857,44.02055,0.521901693
115.9940887,36.45236048,0.51927925
113.5622667,37.8607,0.504968564
105.298195,27.30139,0.23870501
113.12606,41.0196595,0.167786326
111.0160644,35.05303778,0.513188312
115.8841111,28.70373333,0.194886452
112.8463833,35.50058333,0.513163031
101.6903694,26.56361018,0.245821966
109.1636808,21.47291675,0.191507948
120.52985,36.8764,0.322548251
117.6673667,24.49636667,0.213571494
119.04232,25.43068,0.170313826
113.2339682,35.22121548,0.571508016
113.071,22.578475,0.21289301
112.5933333,26.90018333,0.334965134
112.7288611,37.70111945,0.445048487
114.2352773,30.56543445,0.383189616
104.6162167,28.7696,0.415408052
112.043333,22.936759,0.225845417
119.5077084,32.18520834,0.448865375
116.8695333,32.6531,0.462722711
105.061975,29.59215,0.282588233
112.7247333,38.45443333,0.436083361
127.4716,50.24716667,0.094734578
120.54215,31.8722,0.316335983
101.5431,25.04665,0.150520612
112.9846,28.20576,0.369988853
